[process_supervisor] log file: /home/kale/QHRR_control/log/20260526_171951/task_controller.log
[task_controller] policy_output_rate_hz=49.85 published=5701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=5751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=5801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=5851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=5901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=5951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=6051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=6251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=6351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=6401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=6501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=6551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=6701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=6801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=6901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=6951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=7001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=7051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=7101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=7151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=7201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=7251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=7301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=7351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=7401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=7451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=7501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=7551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=7601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=7651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=7701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=7751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=7801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=7851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=7901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=7951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=8051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=8101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=8251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=8351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=8451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=8501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=8651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=8801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=8851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=8901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=8951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=9001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=9051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=9101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=9151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=9201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=9251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=9301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=9351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=9401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=9451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=9501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=9551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=9601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=9651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.83 published=9701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=9751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=9801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=9851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=9901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=9951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=10101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=10201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=10251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=10301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=10501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10551 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=10601 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10651 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10701 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=10751 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10801 target_hz=50.00
[task_controller] policy_output_rate_hz=49.80 published=10851 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10901 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=10951 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=11001 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=11051 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=11101 target_hz=50.00
[task_controller] policy_output_rate_hz=49.86 published=11151 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=11201 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=11251 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=11301 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=11351 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=11401 target_hz=50.00
[task_controller] policy_output_rate_hz=49.84 published=11451 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=11501 target_hz=50.00
[task_controller] policy_output_rate_hz=49.85 published=11551 target_hz=50.00
[task_controller] signal 15, shutting down
